div_text;label;city;place
 شي ازعجني اللي يبيعون العطور ثانيه ينط بوجهي وحده جربي جربي تفضلي خلاص اقرفتونا والموسيقى تخفض قليلا عشان تسمع اللي معك يكلمك;0;الرياض;بوليفارد الرياض
المكان رايق ويفتح النفس وواسع;1;الرياض;بوليفارد الرياض
مطعم وغالي اغلى الغالي;0;الرياض;بوليفارد الرياض
جيد وجود مطاعم مشهورة ومقهى بكس وزعتر وزيت;1;الرياض;بوليفارد الرياض
مافيه شي مختلف غيره حقه لفه سريعه;0;الرياض;بوليفارد الرياض
تحتاج المزيد;2;جده;جدة القديمة البلد
مخيف;0;الطايف;تلفريك الهدا
 كويس الادوار الترفيهيه شغلهم حلو;1;الدمام;القرية الشعبية
ملاحظه الزامك دفع رسوم الدخول للمطعم الاصح الرسوم للمتحف;0;الدمام;القرية الشعبية
ونصيحة مني تنزلون القرية لانها مهجورة;0;الطايف;تلفريك الهدا
التلفربك رايع وواسع المحطة قرية الكر مدة الرحلة دقيقة ذهاب اياب ;1;الطايف;تلفريك الهدا
افضل الاماكن بجمال الضباب والمناظر والحدائق;1;الطايف;تلفريك الهدا
المكان جميل التلفريك نظيف;1;الطايف;تلفريك الهدا
مخيف لاصحاب القلوب الضعيفة لا انصح للذين يعانون فوبيا الاماكن المرتفعة;0;الطايف;تلفريك الهدا
يتوفر مسابح عامه مضمار لسيارات الكارتنق مضمار لسيارات السريعه وكذلك مطاعم;2;الطايف;تلفريك الهدا
اتمنى وضع المتاجر البسيطة لبيع الاغراض السياحية القديمة موجودة لكنها قلبلة;0;جده;جدة القديمة البلد
رايعة اتخيلها بهذا الجمال التنظيم الموظفين ممتاز مرتبة  شكرا لكل ساهم انجاح جدة التاريخية;1;جده;جدة القديمة البلد
يحتاج مزيد العنايه;2;الطايف;تلفريك الهدا
المكان ممتع ;1;الطايف;تلفريك الهدا
المهرجان يبدا;2;جده;جدة القديمة البلد
التلفريك والالعاب المائية ممتازة ;1;الطايف;تلفريك الهدا
الايجابيات المكان يتوفر المقاهي والمطاعم وغيرها;1;الرياض;بوليفارد الرياض
السلبيات المكان مزدحم اجازة الاسبوع ومزعج ;0;الرياض;بوليفارد الرياض
تلفريك فنان والمنظر خرافة النهار بليل ترى شئ يبغاله كشفات الجبل الليل;1;الطايف;تلفريك الهدا
الاكل المكان فنان;1;الدمام;القرية الشعبية
مشكلتهم دخولك بفلوس تجلس بفلوس والاكل;0;الدمام;القرية الشعبية
عيبه الوحيد غلاء الأسعار;0;الطايف;تلفريك الهدا
مكان رايع ;1;الطايف;تلفريك الهدا
لم اجرب المطعم والمتحف السوق صغير بسرعة تفرهم فر بالنسبة لصالة الالعاب فهي مفعلة;0;الدمام;القرية الشعبية
زال الصيانه;0;جده;جدة القديمة البلد
اغلب المطاعم باس يعيبهم هالموقع واذا ازدحم تصير فوضى;0;الرياض;بوليفارد الرياض
خربوه بالموسيقى;0;جده;جدة القديمة البلد
ويحتاج مراجعة الاسعار الدخول;0;الدمام;القرية الشعبية
الموقع مغلق وتم الانتقال للموقع الجديد فالواجهة البحرية;2;الدمام;القرية الشعبية
 الاسعار اعتقد مبالغ وجهة نظر;0;الطايف;تلفريك الهدا
لا يصلح للعائلات المحافظة;0;الرياض;بوليفارد الرياض
ينقصه الخدمات تحسينات;0;الطايف;تلفريك الهدا
ممتاز حلو ;1;الطايف;تلفريك الهدا
اتمنى انهم يطورونه وخاصه موافق السيارات;2;الطايف;تلفريك الهدا
استقبال ياليت الاهتمام بالمواقف اغلبه قزاز مكسور;0;الطايف;تلفريك الهدا
يحتاج لمراجعة الاسعار فسعر التذكرة مرتفع مقارنة باسعار التلفريك انحاء العالم التذكرة للفرد الواحد فماذا يصنع رب اسرة افراد يقف بوابة المنتزه ويثير بيده لابناءه يجعلوه حلم صعب المنال لابد مراجعة الاسعار مقارنة ببقية;0;الطايف;تلفريك الهدا
ممتاز والحمد لله رحلة وزيارة موفقة  دول العالم;1;الطايف;تلفريك الهدا
قرية اشبه بالمتحف عرض المشغولات والحرفين المكان وخاصة المقتنيات وطريقه عرضها ويحوي تحف تاريخية وتراثية وعرض مجموعة السيارات المكان ويستحق الزياره;2;الدمام;القرية الشعبية
المكان للاسف مزعج بوجود الموسيقى اضافة المبالغة بالاسعار;0;العلا;بلدة العلا القديمة
تستحق التجربه الدخول الصغير السنتين مجانا العربه اشخاص تنزل فعاليات الاطفال النساء يوجد العاب مائيه;1;الطايف;تلفريك الهدا
الدخول للشخص الواحد والاطفال بدون مجانا الغرف الصغير للكبير عكس القرية الشعبية الفرع القديم ازيل الغرف مجانا طبعا الطلبات طبعا تغير نكهات الاكلات;1;الدمام;القرية الشعبية
رحله ممتعه خطيره لان يومها ضباب الالعاب تحفه ممتعه محتاجين يزودوها عشان;1;الطايف;تلفريك الهدا
مكان رايع;1;الطايف;تلفريك الهدا
عيبه الوحيد غلاء الاسعار;1;الطايف;تلفريك الهدا
للاسف جيت انا وعائلتي الرياض لزياره المكان وجاني خبر وفاة جدتي الله يرحمها ويسكنها فسيح جناته دخولنا مباشرة وعندما اخبرتهم اني مضطر لالغاء الطلب تضايقو مني وخرجنا مسرعين ارجو الدعاء بالرحمة والمغفرة لكل يقرا;0;الدمام;القرية الشعبية
المكان يفوز بكل تفاصيلة لازم الكل يزوره جيته مرات اوقات مختلفة وكل مره يبهر حبيت تنوع المطاعم والكوفيهات الاسعار المعقولة وفيه اماكن مرره غالية متنوع المكان لا يفوتكم المطاعم جربت درب الزلق لذيذ وجربت توقا ما عليه عادي انا نادي الهلال تجربتي مايستاهل ارجع عادي والخدمة للاسف جربت مقاهي;1;الرياض;بوليفارد الرياض
تجربه فريده وممتازة اختاروا وقت النهار المغرب مو حلو خاصه الجبال يخوف بالليل سعر الشخص الكبير المشوار ساعه نازل وطالع;1;الطايف;تلفريك الهدا
زحمه مره مواقف قليلة ما نصح الويكند;0;الرياض;بوليفارد الرياض
تحتاج مرشدين سعوديين يتحدث منطقته وبلهجته تحتاج شرح كافي للقرية والمتحف المرشدين تحتاج دعاية المتحف وشكرا;2;الدمام;القرية الشعبية
الاسعار مبالغ ;0;الدمام;القرية الشعبية
زحمه تروع مشي كثير المواقف فل وزحمه تتعب وانتي تمشي الكراسي معدومه ;0;الرياض;بوليفارد الرياض
وجايبن فنان بيشه ما عجبني الصراحه ;0;الرياض;بوليفارد الرياض
مكان ويوم التاسيس اجمل المكان حلو جايبين قهوه واغاني وطنيه مكان وفيه تلفريك يوديك بوليفارد الجديد الدخول مجانا هاليومين;2;الرياض;بوليفارد الرياض
للتوضيح يفتح الساعة الظهر وغير متوفر;2;الطايف;تلفريك الهدا
المكان الاسعار غالية وكمية الاكل قليلة;0;الدمام;القرية الشعبية
مزدحم وقليله محلاته;0;الرياض;بوليفارد الرياض
المكان روعة فخامة ترتيب تنظيم سياج كاننا اوروبا لوحات اعلانية ضخمة نيويورك مسارح متعددة تكريم لنجومنا الكبار ووفاء التعقيد بالتسجيل للدخول تطبيق موسم الرياض عملي ممكن تطبيق تكت مكس افضل اعجبني;1;الرياض;بوليفارد الرياض
العلا المدينة الفريدة تقع الجزء الشمالي الغربي المدينة المنورة الشهرة العالمية لكونها تعد اغنى واقدم المواقع التاريخية والاثرية مستوى العالم ففي عمق التاريخ تبعات العلا موقعا تجاريا;2;العلا;بلدة العلا القديمة
فيه ازدحام ممرات ;0;الرياض;بوليفارد الرياض
مكان واسع وجميل وشاشات ثري دي;1;الرياض;بوليفارد الرياض
يعيبه وجود مصلي مكان بزاويه لدورات المياه فارشين قطعتين موكيت مساجد ويقولون مصلي بالنسبه للرجال النساء وراهم بشوي سيارات النظافه مافيه مكان مهيا باقي المرافق فنرجوا النظر لهذه النقطه لان المصلى شي مهم للزوار والعاملين وشكرا;0;الرياض;بوليفارد الرياض
المكان روعه وجميل وكبير وتحفه متجدده ;1;الرياض;بوليفارد الرياض
تلفريك الهدا بمنتزه الكر;2;الطايف;تلفريك الهدا
يحسبون بالغين نصب اللي فيهم ياليت لايك معلومه مفيده;0;الطايف;تلفريك الهدا
تلفريك اللي يستاهل تجربه وسيارات سريعه تحصلونها افضل بالمنتزه الاخضر وارخص منهم سعر تذكره والاطفال ;1;الطايف;تلفريك الهدا
يعيبهم وشي نرفزني اغلب المحلات يتعاملون بالكاش يحسسونك انك انسانه غريبه لانك تدفعين كاش صرافات راجحي ايداع للاسف لعبة ندخل;0;الرياض;بوليفارد الرياض
حلو ممتع للمشي والتقهوي وتغير جو الموظفين السعوديين مره اخلاقهم جميله وتعاملهم حلو ;1;الرياض;بوليفارد الرياض
 وبالنسبة لتلفريك ممتاز ودي اخذ معي فشار حاجة ناكلها علشان ما نمل;1;الطايف;تلفريك الهدا
يحتاج مواقف مزفلته ومنظمه اتمنى الشركة المستثمره تهتم بالمواقف لان الاقبال كبير والدخل اكبر;0;الطايف;تلفريك الهدا
سعره مبالغ;0;الطايف;تلفريك الهدا
الله نعمه ونحن نحمد الله;2;الطايف;تلفريك الهدا
صغير وهادئ ويوجد اكبر ستاربكس الشرق الاوسط;1;الرياض;بوليفارد الرياض
العلا العموم بلد سياحة بامتياز يحتاج وقت لتهيئته;1;العلا;بلدة العلا القديمة
جدة البلد اسعارها صارت اغلى باقي جدة;0;جده;جدة القديمة البلد
مكان مزدحم والشيء السيء العربات الصغيرة مالها داعي والمكان زحمة مراهقين البنات والاولاد والوضع;0;الرياض;بوليفارد الرياض
لا باس الاسعار مرتفعه للكبار والصغار;0;الطايف;تلفريك الهدا
ياليت يهتموا الكوفيهات ما عندهم قليل ومطاعم مافيه قليل ليه ما يهتموا لانها مدينه سياحيه لازم يهتموا ما يسير وربي اماكن زياره السياح مهتمين شوي مو مرا الاماكن الثانيه اللي قاعده اشوفه صور وحده زي ماهيا بالواقع يهتموا لا تصوروا صور مو زي الواقع حرام;0;العلا;بلدة العلا القديمة
اجمل الاماكن بالرياض شي روعة افضل المطاعم والكافي تلاقيها انصحكم بزيارة جمهور كبير الزوار وعالم الترفيه اصوله مختلف الرغبات ابداع وشي يفتخر زرته مرة وكررت الزيارة يوميا صحيح الاسعار غالية شوي تجربة جديدة وجميلة;1;الرياض;بوليفارد الرياض
لاكن ما فيش تنظيم حتا المناطق محتكرينها يعني تبغا تشوف اسفل الجبل تلقا سور بعيد الجبل والناس البسيطين يعني لازم تدفع عشان تشوف مناضر طبيعيه;0;الطايف;تلفريك الهدا
اسعاره غالية العربة;0;الطايف;تلفريك الهدا
الاسعار مبالغ شوي;0;الرياض;بوليفارد الرياض
الله ذيك الايام;2;الرياض;بوليفارد الرياض
مواقف السيارات مهياه تقول كنك داخل بر;0;الطايف;تلفريك الهدا
تجربة ممتعة ;1;الطايف;تلفريك الهدا
العتب الشباب يساعدوك حجز التذاكر اقل تذكرة يقولون قيمتها للشخص عشان تدخل يعني تحجز فعاليه وللاسف الزحمه حجزتها واكتشفت اني فعاليات ارخص تبدا استغلال لصالح الركن;0;الرياض;بوليفارد الرياض
شي حلو ومميز الصراحه ابداع ;1;الرياض;بوليفارد الرياض
التشبيك والتميلح;0;الرياض;بوليفارد الرياض
المطعم ديكوره الاسعار مبالغ سعر تذكرة دخول الشخص سيكلفك الدخول مبلغ عالي كنت العائله اسعار الاكل مبالغ الجلسات الخاصه برسوم اضافيه المتحف والمعرض السيارات للاسف دفعنا رسوم دخول ولقيناه مقفل نجوم لديكور المطعم;0;الدمام;القرية الشعبية
الاسعار مبالغ;0;الطايف;تلفريك الهدا
 الاسعار مرتفعه الفئه اللي جايه تستعرض الله يهديهم ويصلحهم;0;الطايف;تلفريك الهدا
تجربه ممتازه شي حلو  ;1;الطايف;تلفريك الهدا
منطقه جميله وفيها كفيهات رايعه;1;الرياض;بوليفارد الرياض
حلو بتنزل الكر بسرعة روح بسيارتك;1;الطايف;تلفريك الهدا
الاسعار غاليه ;0;الطايف;تلفريك الهدا
تجربة حلوه الموظفين منظمين;1;الطايف;تلفريك الهدا
 افضل مكان بوكس;1;الرياض;بوليفارد الرياض
مكان المطاعم والكوفيهات غاليه بسرع خيالي مويا عايدي سعره بوليفارد;0;الرياض;بوليفارد الرياض
 ينبغي مراعاة الأسعار;0;الطايف;تلفريك الهدا
تجربه رايعه لجذب السياح والمتنزهين;1;الطايف;تلفريك الهدا
الجو بالاسفل ومغبر والانتظار طويل;0;الطايف;تلفريك الهدا
ينقصه التنظيم ;0;جده;جدة القديمة البلد
رايع العلم الامن والمنظمين مكان ممتع ويعيشك تجربة البلد فعلا ممتع للمشي الجلوس والاكل انصح;1;جده;جدة القديمة البلد
أتمنى يتم تطويرها افضل ;2;جده;جدة القديمة البلد
فكرة حلوة ;1;جده;جدة القديمة البلد
أتمنى تقليل العمالة المنتشرة داخل جدة التاريخية واكثرهم صوماليين وغيرهم;0;جده;جدة القديمة البلد
المشكله رسم الدخول مبالغا والمطلوب الغاء الرسم يريد الاكل;0;الدمام;القرية الشعبية
المكان جيد والوجبات جيده ;1;الدمام;القرية الشعبية
يحتوي عده مطاعم ومقاهي متجدد اتالينو ولقمه وسيركل وجوليانا الخ وتم اغلاقها يوجد;2;الرياض;بوليفارد الرياض
مجمع مشكلته الزحمه ;0;الرياض;بوليفارد الرياض
 سعر الدخول والغرف وقائمة الطعام تحتاج مراجعة;0;الدمام;القرية الشعبية
مكان نظيف ومرتب المتحف;1;الدمام;القرية الشعبية
الجلسات كمان بفلوس مبالغ الصراحه;0;الدمام;القرية الشعبية
تجننن والله مرا حبيتها ممتعه وفيها اشياء زمان والاكل عندهم لزيز برضو حبيت انو انواع رز لازم الطلب بفتره ;1;الدمام;القرية الشعبية
الاسعار مبالغ مو طبيعي;0;العلا;بلدة العلا القديمة
المكان جميل والمطاعم متنوعه الاسعار مبالغ مو طبيعي;1;العلا;بلدة العلا القديمة
ارجوا الامانه رش المنطقه والزام اصحاب المحلات بالنظافه;2;جده;جدة القديمة البلد
جده عبق التاريخ انصح بزيارتها اسواق جمله الاقمشة انصح بزياره سوق العلوباب سوق الذهب السعار ارخص باقى المولات ;1;جده;جدة القديمة البلد
زحمته مبالغ;0;الرياض;بوليفارد الرياض
والاسعار حلوة كتير الشخص وحجز العربة بتسع اشخاص المناظرة مغرية;1;الطايف;تلفريك الهدا
 النشاط ضعيف;0;الطايف;تلفريك الهدا
تجربه جميله;1;الطايف;تلفريك الهدا
 يعيبه كثرة الزحام;0;الرياض;بوليفارد الرياض
مكان جيد ;1;الرياض;بوليفارد الرياض
الاركان مغلقه;0;الدمام;القرية الشعبية
مناضر جميله ومخيفه;1;الطايف;تلفريك الهدا
للاسف ما حبه عشان ستيك اتعشى وامشي ما عرفت الحكمه انهم مصلحين بوليفارد صغير عاصمة الرياض مناطق مملكه كبير قبيله ما يكفيهم صغره;0;الرياض;بوليفارد الرياض
البلدة التراثية يرجع عمرها يبلغ البيوت منزل وللبلدة القديمة باب للدخول;2;العلا;بلدة العلا القديمة
حاله دفا ارجو الاهتمام;2;جده;جدة القديمة البلد
 للاسف دخلنا مطعم شاليه مطعم سيئ استقبال وتعامل واطباق مستحيل اكرر التجربه ومانصح;0;الرياض;بوليفارد الرياض
مكان والتنظيم رايع والترتيب ومتنفس متجدد الالعاب جميله كوفيات منوعه والمطاعم محليه عالميه;1;الرياض;بوليفارد الرياض
حلو اللي بيروح افضل النهار;1;الرياض;بوليفارد الرياض
زحمه الليل ;0;الرياض;بوليفارد الرياض
اللي مو حلوه البنات والاولاد جريئين وبشكل ملفت الله يهديهم ;0;الرياض;بوليفارد الرياض
رائع وجميل مزدحم واعتبره منظم كثير جلسات المطاعم ما مل تكرار زيارته يعتبر معلم فخم الرياض;1;الرياض;بوليفارد الرياض
منطقه رائعه للترفيه وللعائلات متنوعه العاب مطاعم مناطق جميله للتصوير الدخول مجاني وبدون حجز نافوره راقصه الساعه ونصف ما دري تشتغل نص ساعه العرض قصير ياليت يطول ويكون موسيقى لاغاني معروفه نافوره دبي افضل وجهت نظر ممكن الشو حلو انا اشوف اغاني افضل مطاعم كثيره باسعار معقوله;1;الرياض;بوليفارد الرياض
 لاكن الاسعار مبالغة اتمنى النظر;0;الطايف;تلفريك الهدا
اقترح وضع سفينه بحريه النوع القديم جالبوت القريه وتكون مقر لتناول الشاي والقهوه العربيه والدخول بسلم متحرك للعوائل;2;الدمام;القرية الشعبية
مشكلته العمال ساكنين العماير جده التاريخيه يعني الممرات الضيقة الواحد منتبه لازم امانة جده تشوف حل العماله ساكنه;0;جده;جدة القديمة البلد
جده التاريخيه وحاراتها متاحف وكوفيهات وبعض العوايل فاتحين البيوت للي بيشوف مكان يستحق زياره;1;جده;جدة القديمة البلد
صغير;0;الرياض;بوليفارد الرياض
 الاسعار تزال مرتفعة;0;الطايف;تلفريك الهدا
طبيعة خلابة وجو;1;الطايف;تلفريك الهدا
مبالغ بالأسعار;0;جده;جدة القديمة البلد
جولة ممتعة ;1;جده;جدة القديمة البلد
المكان جميل بوليفارد الاسعار;1;الرياض;بوليفارد الرياض
يحتاج تطوير كطريق للوصول ومواقف للتلفريك معبدة;2;الطايف;تلفريك الهدا
قيمة التذكرة للشخص الواحد;0;الطايف;تلفريك الهدا
يخوف تجربه روعه;1;الطايف;تلفريك الهدا
 سعر تذكره والاطفال يحسبون بالغين نصب اللي فيهم ياليت لايك معلومه مفيده;0;الطايف;تلفريك الهدا
تلفريك اللي يستاهل تجربه وسيارات سريعه تحصلونها افضل بالمنتزه الاخضر وارخص منهم;1;الطايف;تلفريك الهدا
الرياض بوليفارد تقسيم المناطق مره ممتع وجميل والنشاطات ماهي كثيره كلها العاب تحدي دمى والمكان كله ليزر ولمبات تجربة حلوه للي يبي يشوف شيء جديد;1;الرياض;بوليفارد الرياض
يعني بالنسبه ما راح اكرر الزياره وفيه سلبيه خلتني امتر كيلو ماكنت ادري مواقف وكنت احسب وطلعت مكان مواقف مو موقف سيارتي ورجعت بدخل مره ثانيه ما دخلوني ومترت كيلو يعني انتبه وين انت واقف;0;الرياض;بوليفارد الرياض
الصراحه مكان ورايق اغلبه نساء للامانه ;1;الرياض;بوليفارد الرياض
مطعم ومقهى ومتحف الواجهه البحرية واكلهم لذيذ;1;الدمام;القرية الشعبية
ساءني مواقف السيارات ضيقة وترابية صورة لاسعار التلفريك الألعاب;0;الطايف;تلفريك الهدا
التلفريك ممتع ;0;الطايف;تلفريك الهدا
الاكل لذيذ والخدمه ممتازه;1;الدمام;القرية الشعبية
الدخول للشخص والجلسات المغلقه اسعارهم غاليه ما توقع اعيد التجربه ;0;الدمام;القرية الشعبية
تلفريك مشهور فندق رمادا بالهدا طريق كرى;2;الطايف;تلفريك الهدا
تلفريك الهدا الموقع الاستقبال;2;الطايف;تلفريك الهدا
 اسعار مبالغ النفر وانصح بعدم الطلوع الغروب لانه الظلام ما راح تستمتع ابد;0;الطايف;تلفريك الهدا
حلو كتجربه حلو الصبح للعصر;1;الطايف;تلفريك الهدا
تلفريك قصير المسافة مقارنة بالموجود الجنوب يوجد قريه سياحية الاسفل تحتاج توسعة واضافة المزيد الخدمات;2;الطايف;تلفريك الهدا
الاسعار نار;0;العلا;بلدة العلا القديمة
جميله;1;العلا;بلدة العلا القديمة
تجربة لا تستحق العناء جيت متحمس ابي اشوف اشياء البوليفارد نعرفها لقيت شارع أنوارا يستحق العناء;0;الرياض;بوليفارد الرياض
 ينقصها الاهتمام;0;جده;جدة القديمة البلد
منطقة تراثية وجميلة;1;جده;جدة القديمة البلد
أتمنى تسمحون تفتحون والدخول برسوم مجاني;2;العلا;بلدة العلا القديمة
المكان يتمتع بالخضار سيكون ممتاز;1;الطايف;تلفريك الهدا
الطائف اروع المدن زيارتها السعودية فصل الصيف تمتلك طبيعة جغرافية مميزة فالجو معتدل يجعلها الاكثر المقيمين بالسعودية سواء السعوديين الوافدين فمدينة الطائف تبعد مكة المكرمة;1;الطايف;تلفريك الهدا
الوثائق اللي والصور والسيارات المكان كله التذاكر الشخص اشوف وبرضو ريحة الاكل طالعه مره بكل مكان ضايقني شخصيا مكان تراثي المفروض يعج بالعود وريحة القهوة مو ريحة لحم;0;الدمام;القرية الشعبية
 اماكن جميله اثريه بالشكل الصحيح;1;جده;جدة القديمة البلد
المكان مهمل يوجد مقهى وصغير دكان الباقي مغلق للترميمات الموسف استغلال;0;جده;جدة القديمة البلد
ممتع ومخيف بنفس يحبس الانفاس;1;الطايف;تلفريك الهدا
المحل حالين يعمل انتقل لي موقع اخر;2;الدمام;القرية الشعبية
حسيت السعر مبالغ جلسات مفتوحه;0;الدمام;القرية الشعبية
المكان حلو حبيته وحلو للي عنده اطفال يستمتعون بالمتحف والدخول للقريه بمبلغ للكبار اعتقد والاطفال الصغار مجانا طبعا مطعم عباره طابقين غرف مغلقه الغرف بمبلغ للساعه ;1;الدمام;القرية الشعبية
الاهتمام بالمكان سيئ يوجد تطويرات المكان ونظافة التلفريك سيئة والاسعار مبالغ;0;الطايف;تلفريك الهدا
المنطقة والطبيعة مبدعة ;1;الطايف;تلفريك الهدا
المكان التلفريك;2;الطايف;تلفريك الهدا
التلفريك الواحد والمسبح للاطفال المفروض العب المسبح مجاني وفيه مطاعم واماكن قعدات حلوه حر وفيه دورات مياه ومسجد الموطفين المسولين ركوب التلفريك سعوديين محترمين;1;الطايف;تلفريك الهدا
الدخول تحس انك داخل لسداد فاتورة;0;الطايف;تلفريك الهدا
مكان الالعاب يحتاج اهتمام الجهه السفلية;2;الطايف;تلفريك الهدا
ركوب التلفريك رائع وخصوصا وقت العصر ;1;الطايف;تلفريك الهدا
جميل وخصوصا وقت الغروب وسعر التلفريك مناسب للعائلات واسعار الالعاب المتوسط وعاليه;1;الطايف;تلفريك الهدا
المكان عبارة مطعم منطقة تراثية رسوم الدخول للفرد الدور الارضي تراثيات المطعم الرئيسي الدور غرف المناطق عسير الطائف الدور حيوانات محنطة وسيارات كلاسيكية اثريات وسوق تراثي يوجد مطل للبحر يفضل انك تجي للمكان العصر عشان تشوف البحر المطل;2;الدمام;القرية الشعبية
اسعار حقت تلفريك الهدا غالية الواحد يخفضون علينا شوي;0;الطايف;تلفريك الهدا
ممتاز حلو ;1;الطايف;تلفريك الهدا
رايع منظم;1;الدمام;القرية الشعبية
الاكل الاسعار مرتفعه والدخول بثمن والغرف بثمن طلبية الاكل والضريبه نظر سيكون الزوار شكرا;0;الدمام;القرية الشعبية
البوليفارد ممتاز دخلك عالي وتحب البهرجه مميز يعتبر مكان مخصوص لناس مخصوصه;1;الرياض;بوليفارد الرياض
جيد الاسعار مرتفعه;0;الطايف;تلفريك الهدا
وجود المساجد لكان ازمة كبيرة يتعلق بدورات المياه ادري ستعطي الامانة الاهتمام الكافي بدورات المياه الاماكن العامة والسياحية والمنتزهات;0;جده;جدة القديمة البلد
المكان حلو ومرتب;1;الدمام;القرية الشعبية
الاسعار شوي مرتفعه واتمنى مراجعة اسعار الدخول;0;الدمام;القرية الشعبية
المكان حلو تراثي مرتب المتحف رهيب دخول الكبار والاطفال مجانا الغرف مسكرة غرفة التصوير وصالة العاب الاطفال والمرسم باقي المطعم والسوق البسيط والمتحف;1;الدمام;القرية الشعبية
احسه صغير;0;الرياض;بوليفارد الرياض
ينبغي مراعاة الأسعار;0;الطايف;تلفريك الهدا
تجربه رايعه لجذب السياح والمتنزهين ;1;الطايف;تلفريك الهدا
 رسوم الدخول عاليه قليلا;0;الدمام;القرية الشعبية
المطعم متوسط المتحف ومرتب;1;الدمام;القرية الشعبية
تنقصها الخدمات وارتفاع اسعار المقاهي;0;العلا;بلدة العلا القديمة
المكان يوجد الملاحظات زيارتي وقت العصر تقريبا ونص بالاضافة بعشر الحجه والتكبيرات جميله معطيه للمكان ياليت المصليات لان المكان كبير وتستبدل الموسيقى اصوات عصافير ليكون المكان هدوء وراحه;2;الرياض;بوليفارد الرياض
المكان عبارة مقهى ومتحف ومطعم وسوق شعبي ;2;الدمام;القرية الشعبية
الزحمه لا تطاق مخربه الجمال خلاص الزحمه اوفر;0;الرياض;بوليفارد الرياض
المكان شي جبار متعوب افضل وقت تجون الساعه لان الساعه ;1;الرياض;بوليفارد الرياض
الاسعار مبالغ رسوم دخول لا تخصم فاتورة الطلب ارى مبالغ;0;الدمام;القرية الشعبية
اسعار الاكل مرتفعه نوعا;0;الدمام;القرية الشعبية
المطاعم اسعارها مرتفعه نرجو تخفيضها ابريق الشاي الصغير الوسط ريال الكبير ريال وتخفيض اسعار الماكولات;0;الدمام;القرية الشعبية
المكان ناحيه المعروضات جيد ودورات المياه نظيفه ووجود عامل باستمرار ينظف دورات المياه ;1;الدمام;القرية الشعبية
يعاب الموقع والزحمه الشديده;0;الرياض;بوليفارد الرياض
مجمع وفيه كافيهات ومطاعم اسماء رنانه ومتنوع المجمع روعه ;1;الرياض;بوليفارد الرياض
البوليفارد متغير كثير المقاهي المشهورة اغلقت والصيانة شغالين كثير المحلات فاضية يبدو استاجرت تغير تنسيق الطرق دخل اللون الوردي صبغوا النخيل وحطوا مناظر اوراق شجر وبجعات وردية اعرف السبب ما حبيت الحركة اجمل بكثير;0;الرياض;بوليفارد الرياض
 اسعار التلفريك غالية;0;الطايف;تلفريك الهدا
مكان ممتاز مناسب;1;الطايف;تلفريك الهدا
تجربة يعيبه شيء السعر مرتفع;0;الطايف;تلفريك الهدا
عددنا وركبنا التلفريك والان ادور ينزل فاتورتي فرجت مو معقول دافعين وعليها عشان تلفريك;0;الطايف;تلفريك الهدا
رحت الهدا العايلة وانبسطنا والجو;1;الطايف;تلفريك الهدا
القريه جميله ;1;الدمام;القرية الشعبية
الدخول لشخص ريال وهذا يعتبر خصوصا للعوائل اللي شخص الاطفال سن مجاني;0;الدمام;القرية الشعبية
القرية الشعبيه مكان سياحي والتراثي تقع الكورنيش الدمام مباني كبير وواسع يوجد مواقف لسيارات تستوعب اعدا كبيره;1;الدمام;القرية الشعبية
سوق تراثي ومتحف مفتوح للبيوت التراثية والحرف اليدوية ومكان ثقافي ومسرحي يقصده السياح;2;العلا;بلدة العلا القديمة
متنوع لكل شخص موجود اللي يعجبه الصغير والكبير لانك مشكلة الاسعار النافورة الكبيرة المكان القريب رطوبه جربت عندهم مطعم شاورما جليلة;1;الرياض;بوليفارد الرياض
جيد السعر;1;الطايف;تلفريك الهدا
شاورما الدجاج افضل اللحم تحسو دجاجتهم نظيفه;1;العلا;بلدة العلا القديمة
الاجواء رايعه واقترح الاسعار معقوله بيكون جذب;1;الرياض;بوليفارد الرياض
المكان عبارة ممشى تراثي ومحلات قديمة لبيع الهدايا التذكارية;2;العلا;بلدة العلا القديمة
زرت البوليفارد بتاريخ السلبيات يوجد كراسي للراحة رغم المساحة الشاسعة يوجد اقسام;0;الرياض;بوليفارد الرياض
اسعار المطعم غالية تقريبا;0;الدمام;القرية الشعبية
شقة مكونه طابقين وصاله كبيره حمامات ومطبخ غرف نوم اسرة منفصله وسرير كبير;2;الدمام;القرية الشعبية
الفعاليات للامانة لا تستحق الزيارة اسعار المنتجات المقدمة ارتفاع نوعا مقارنة بفعاليات;0;العلا;بلدة العلا القديمة
رسوم الدخول مرتفعه لا يهمني;0;الدمام;القرية الشعبية
حلو المكان مكان الاطاله صغير والقهوه طعمها لا باس وينقصهم الحلا;1;الدمام;القرية الشعبية
حلو المكان;1;الرياض;بوليفارد الرياض
للاسف رحت عشان الزحاليق الطويله وطلعت مقفله;0;الرياض;بوليفارد الرياض
مرحبا بكم بالنسبه بذكر تجربتي معهم بالتفصيل الانطباع العام;2;الرياض;بوليفارد الرياض
الاستغلال واضح الاسعار سياحيه بحته نرجو اخذ الاعتبار بالاسعار وكذالك فعاليات حيه تجذب المواطنين المحلين;0;العلا;بلدة العلا القديمة
المكان يجنن كوفيهات ومطاعم وجلسات حلوه ;1;العلا;بلدة العلا القديمة
